Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.308,0.084,233.46,1.4,0,0,0
0.57,0.092,239.65,2.6,0,0,0
0.252,0,245.8,1,0,0,0
3.996,0.23,232.98,17.2,0,37,17
0.514,0.134,243.18,3,0,0,5
0.274,0.176,242.68,1.4,0,1,1
0.424,0.222,239.98,2,0,1,0
1.85,0.102,240.25,7.6,0,0,18
1.678,0.068,244.45,7.2,0,0,4
0.25,0,245.94,1,0,0,0
0.28,0.092,236.07,1.2,0,0,1
0.528,0.142,241.8,2.2,0,0,0
1.388,0.198,238.53,5.8,0,0,0
0.384,0.128,241.12,1.8,0,2,0
0.518,0,238.94,2.2,0,0,1
1.004,0.316,238.72,4.4,0,1,13
0.178,0.104,241.51,0.8,0,0,0
0.36,0.134,247.26,1.4,0,0,1
0.136,0,239.19,0.6,0,0,1
3.238,0.354,238.35,13.6,0,0,19
2.442,0.124,236.55,10.4,0,0,17
0.45,0.254,250.55,2,0,0,1
1.444,0,242.81,5.8,0,0,19
0.546,0.126,240.72,2.6,0,2,0
0.34,0.088,244.24,1.4,0,0,1
2.32,0.066,240.42,9.6,0,0,18
0.386,0.204,241.7,1.8,0,0,1
1.702,0,238.17,7,0,0,18
1.508,0.196,238.92,6.2,0,2,18
0.346,0,244.44,1.4,0,0,0
0.382,0.216,239.81,1.8,0,0,0
0.354,0.082,240.33,1.4,0,0,1
0.33,0.124,243.86,1.4,0,1,1
1.26,0.142,237.3,5.6,0,1,14
1.474,0.18,241.39,6,0,1,18
,,,,,,
1.242,0,240.27,5,0,1,18
0.296,0.122,241.19,1.4,0,0,0
0.216,0.106,233.46,1,0,0,0
1.488,0.202,241.52,6.2,0,1,18
3.924,0.068,237.31,16.4,1,36,0
1.358,0.056,239.1,5.6,0,0,18
6.186,0.506,231.89,26.8,33,0,0
1.29,0,240.26,5.2,0,0,18
0.486,0.42,242.3,2.6,0,1,1
1.812,0.216,239.12,7.6,0,1,18
0.152,0,241.06,0.6,0,0,1
0.154,0,240.22,0.6,0,0,0
0.354,0.22,240.46,1.8,0,2,0
1.366,0.074,239.93,5.6,0,0,18
0.388,0.238,243.68,1.8,0,0,0
0.364,0.106,243.43,1.6,0,0,0
0.112,0,234.76,0.6,0,0,0
0.234,0.074,240.9,1,0,1,1
0.31,0.102,244.93,1.2,0,0,0
3.014,0.102,239.36,12.6,0,39,0
1.314,0.16,234.99,5.6,0,21,0
2.274,0.05,241.99,9.4,0,0,18
0.616,0,234.47,2.6,0,0,0
0.236,0,244.2,1,0,0,1
3.57,0,238.53,14.8,0,0,17
1.554,0.32,238.82,6.6,0,1,18
2.532,0.196,237.17,10.6,37,0,1
4.006,0.16,239.43,16.8,2,36,26
0.278,0.108,244.42,1.2,0,1,0
1.468,0.066,240.04,6,1,0,18
1.99,0.218,238.57,9.4,0,24,0
2.654,0.364,242.37,11,0,1,0
2.926,0,237.87,12.2,0,0,17
1.394,0.072,238.51,5.8,0,0,18
0.24,0.186,239.61,1.2,0,0,0
0.292,0.05,240.73,1.2,0,0,0
1.404,0.094,242.48,5.8,0,0,19
3.39,0.122,236.68,14.4,0,0,17
1.512,0.092,239.05,6.2,0,0,17
0.292,0.05,241.8,1.2,0,0,0
1.446,0.412,241.01,6.2,0,2,13
2.27,0,236.29,9.6,0,0,17
0.424,0.052,239.31,1.8,0,1,0
0.364,0.156,253.75,1.6,0,0,1
0.834,0.118,244.21,3.4,0,0,0
0.362,0.096,242.79,1.4,0,0,0
1.656,0.15,242.52,6.8,0,0,18
0.28,0.23,240.55,1.4,0,0,0
3.632,0.278,241.93,15,38,1,1
0.486,0.146,242.55,2.6,0,0,3
0.154,0,239.27,0.6,0,0,1
0.498,0.406,240.27,2.6,0,1,0
0.544,0.11,245.3,2.2,0,0,0
1.54,0.224,239.71,6.4,1,0,18
4.512,0.062,239.23,18.8,1,39,18
2.13,0.398,239.72,9,0,2,29
0.278,0.056,246.21,1.2,0,1,0
0.382,0.204,241.31,1.8,0,1,0
1.368,0.048,242.71,5.6,0,0,19
0.344,0.15,241.86,1.4,0,0,1
1.056,0.206,241.3,4.4,0,1,0
2.484,0,241.57,10.8,34,0,0
2.12,0.408,240.02,9,0,2,30
3.688,0.132,234.6,15.6,0,35,0
0.138,0,240.7,0.6,0,0,0
1.6,0.082,241.05,6.6,0,0,17
1.634,0.29,238.78,6.8,0,2,18
0.392,0.096,243.57,1.6,0,0,1
0.166,0,234.61,1,0,0,0
0.254,0,242.44,1,0,0,1
0.52,0.114,245.34,2.2,0,0,1
1.308,0,242.44,5.4,0,0,18
0.226,0.076,238.69,1,0,0,0
0.354,0.092,245.26,1.4,0,0,0
1.362,0.072,240.67,5.6,0,0,18
0.248,0,243.69,1,0,0,0
4.496,0,236.88,18.8,38,0,0
0.268,0.084,242.48,1.2,0,0,0
0.354,0.206,241.13,1.8,0,1,1
2.052,0.236,240.02,8.6,0,0,0
0.302,0.078,247.44,1.2,0,0,0
0.246,0.122,238.57,1.2,0,0,0
2.328,0.188,235.02,9.8,0,1,1
2.648,0.684,243.09,11.2,0,2,0
0.474,0.066,244.7,2.2,0,0,0
0.318,0.114,243.57,1.4,0,0,0
0.31,0.086,240.91,1.2,0,1,1
0.306,0.218,243.52,1.4,0,1,1
0.082,0,243.4,0.2,0,0,0
1.336,0.082,239.89,5.6,0,0,18
0.222,0.08,238.45,1,0,0,1
3.258,0.066,243.97,13.4,0,0,18
0.21,0,242.06,0.8,0,0,0
0.252,0.122,240.92,1.2,0,0,0
0.298,0.088,245.11,1.2,0,1,0
1.688,0.184,239.54,7,0,0,19
0.344,0.25,242.24,1.8,0,2,1
1.352,0,245.1,5.4,0,0,19
0.184,0,239.27,1,0,0,1
1.302,0.114,241.5,5.4,0,0,19
,,,,,,
0.306,0,243.95,1.4,0,0,0
1.3,0.07,243.1,5.2,0,0,18
0.558,0,242.56,2.2,0,0,0
0.18,0,242.42,0.8,0,0,1
2.172,0.25,239.84,9,0,2,17
0.176,0,239.86,0.8,0,0,1
0.334,0.074,244.71,1.4,0,0,0
0.376,0.262,239.26,1.8,0,1,0
0.906,0.308,241.74,3.8,0,0,10
0.352,0.134,243.86,1.4,0,0,1
2.588,0.088,236.43,10.8,1,1,18
0.59,0.224,236.41,2.6,2,1,0
0.238,0.14,243.2,1,0,0,0
0.456,0.152,239.46,2,0,2,1
0.32,0.112,244.28,1.4,0,0,0
0.238,0.082,243.46,1,0,0,1
1.558,0.17,238.09,6.6,0,3,17
0.446,0.184,241.37,2,0,0,1
1.186,0,238.68,4.8,0,0,18
0.32,0.11,242.25,1.4,0,0,1
0.326,0.11,246.17,1.4,0,0,1
0.824,0.084,240.49,3.4,0,0,0
1.268,0,241.01,5.2,0,0,19
1.736,0.072,237.27,7.2,0,0,0
0.326,0.064,241.86,1.4,0,0,1
0.16,0.142,241.21,0.8,0,1,0
1.37,0.218,233.65,5.8,0,0,17
3.086,0.08,241.41,12.8,0,0,0
1.296,0,233.47,5.4,0,0,17
2.15,0.334,237.23,9,0,2,18
0.6,0,242.22,2.4,0,0,1
1.446,0,238.55,6,0,0,19
1.86,0.19,238.82,7.8,0,0,18
1.866,0.12,243.48,7.6,0,0,0
0.206,0,241.9,0.8,0,0,0
0.38,0.202,240.17,1.8,0,1,0
0.274,0.05,245.26,1.2,0,0,0
1.988,0.104,240.9,8.2,0,1,18
1.324,0,241.99,5.4,0,0,19
0.284,0.078,236.47,1.2,0,0,0
1.494,0.19,237.21,6.2,0,1,17
2.676,0.056,243.07,11,0,1,19
0.286,0.122,239.29,1.2,0,0,1
3.092,0.308,234.68,13.2,0,1,17
0.308,0.246,240.36,1.6,0,1,0
1.248,0.338,240.46,5.4,1,0,1
2.186,0,239.38,9,0,0,18
2.496,0,238.94,10.4,0,0,18
0.376,0.07,248.27,1.6,0,2,0
1.108,0.254,237.63,4.8,0,1,10
0.104,0,241.44,0.4,0,0,0
1.4,0.066,242.95,5.6,0,0,18
1.024,0.092,241.07,4.2,0,0,1
0.3,0,239.12,1.2,0,0,0
1.4,0.07,243.92,5.6,0,0,19
1.264,0.094,237.64,5.2,0,0,17
1.314,0.052,238.91,5.4,0,0,18
0.39,0.126,245.06,1.6,0,0,0
0.372,0.208,241.76,1.8,0,0,1
0.314,0.088,243.29,1.2,0,2,0
2.032,0,237.64,8.4,0,0,18
1.68,0.16,244.24,7,0,0,23
1.402,0.206,241.44,5.8,0,1,19
3.656,0,240.21,15.2,0,37,19
5.744,0,236.52,24.2,38,0,18
0.298,0.222,237.61,1.6,0,0,0
0.81,0.25,241.43,4,0,2,0
0.482,0,243.83,2,0,0,0
1.378,0.07,239.03,5.6,0,2,18
1.598,0.134,239.23,6.6,0,0,19
1.078,0.088,240.36,4.6,0,0,0
0.73,0.122,239.25,3,0,0,11
0.532,0.298,239.83,2.6,1,1,1
0.976,0,237.27,4,0,0,0
2.212,0.07,232.91,9.4,1,0,16
0.218,0.12,238.6,1,0,0,0
5.664,0.134,231.41,24.4,36,0,18
3.548,0.2,236.81,15,38,1,18
2.388,0.56,240.24,10.2,0,0,30
1.424,0,238.7,5.8,0,0,18
0.138,0,242.3,0.6,0,0,1
4.548,0.088,228.05,19.8,0,0,16
0.642,0.06,237.45,2.8,0,1,0
1.322,0.062,238.99,5.4,0,0,17
1.688,0.12,239.33,9.6,19,0,1
1.506,0.21,241.85,6.2,0,1,19
0.316,0.098,242.87,1.4,0,0,0
1.638,0.25,236.9,7,0,1,1
0.536,0.176,240.49,2.4,0,1,0
0.432,0.214,241.02,2,0,0,0
0.436,0.068,241.31,2,0,0,1
0.212,0.052,245.09,0.8,0,0,0
3.926,0.108,234.29,16.6,38,0,18
0.226,0,245.22,1,0,0,0
2.932,0.182,235.46,12.4,0,0,17
0.154,0,240.17,0.6,0,0,1
0.402,0.136,244.64,1.8,0,1,1
0.438,0,243.63,2,0,0,0
0.28,0.06,242.78,1.4,0,0,1
1.624,0.136,240.14,6.8,0,5,0
1.102,0,245.14,4.4,0,0,1
1.224,0,239.17,5,0,0,18
5.97,0.244,239.23,24.8,1,72,18
2.96,0.516,244.84,12.6,1,0,19
1.324,0,238.81,5.4,0,0,18
2.35,0.112,240.38,10.2,0,0,19
0.272,0.096,243.59,1.2,0,0,1
0.522,0.12,241.03,2.2,0,2,0
0.302,0,242.66,1.2,0,0,1
0.308,0.114,244.46,1.2,0,1,0
0.444,0.124,239.56,2.2,0,0,0
0.32,0.116,244.32,1.4,0,0,1
0.242,0.12,238.72,1.2,0,2,1
1.444,0,244.35,6,0,0,18
0.126,0,237.97,0.6,0,0,0
0.204,0.138,241.76,1,0,0,0
2.478,0,239,10.2,0,17,17
4.208,0.1,237.96,17.6,0,36,18
1.304,0,237.94,5.4,0,0,18
0.344,0.078,242.69,1.4,0,0,0
3.66,0.326,239.61,15.6,0,1,21
0.408,0.216,241.93,1.8,0,0,0
0.282,0,242.97,1.2,0,0,1
0.388,0.242,239.51,2,0,1,1
0.308,0.138,234.82,1.4,0,0,0
1.426,0,242.79,6,0,0,20
3.834,0.118,239.48,16,38,0,18
1.656,0.172,240.34,7,0,0,18
2.418,0,238.83,10,0,0,18
2.028,0.08,239.18,8.4,0,0,28
0.286,0.084,236.46,1.2,0,1,0
3.168,0.296,235.82,13.4,0,2,18
0.348,0.21,240.4,1.6,0,0,0
0.294,0.114,241.7,1.2,0,1,0
2.348,0.152,240.28,9.8,0,0,18
1.152,0.09,239.69,4.8,0,0,0
3.746,0.316,233.74,16,37,0,0
1.388,0,238.82,5.8,0,0,17
2.79,0,236.06,11.8,0,1,17
2.212,0.162,237.97,9.4,0,0,0
0.296,0.1,243.66,1.2,0,0,0
1.258,0,236.97,5.2,0,0,17
0.256,0.12,241.48,1.2,0,0,1
1.516,0.07,242.96,6.2,0,0,19
0.298,0.214,240.54,1.4,0,1,1
0.936,0.198,237.42,4,0,2,0
,,,,,,
2.9,0.284,240.32,13,22,0,18
0.248,0.104,240.13,1,0,0,0
0.218,0.12,239.49,1,0,0,0
1.49,0.1,243.47,6,0,1,18
0.306,0.078,244.48,1.2,0,0,1
2.698,0.08,242.41,11,0,0,18
0.358,0.108,247.02,1.6,0,1,0
0.268,0,244.58,1,0,0,0
0.338,0.09,241.89,1.4,0,0,1
1.222,0,236.8,5.2,0,0,17
0.594,0.216,244.61,2.6,0,0,1
2.374,0.388,243.15,9.8,0,0,18
4.184,0.092,241.3,17.2,39,0,18
0.56,0.348,242.96,2.6,0,1,0
0.226,0,248.32,1,0,0,0
4.95,0.12,234.04,21.6,30,0,17
2.438,0.11,239.11,10.2,0,0,0
0.212,0.102,242.09,1,0,0,0
0.89,0.222,244.62,3.8,0,1,0
1.326,0.08,234.14,5.6,0,0,17
0.34,0.244,241.28,1.6,0,1,1
2.238,0,237.75,9.4,0,0,17
1.55,0.22,244.87,6.4,0,1,19
0.612,0.118,242.83,2.6,0,2,1
0.228,0,244.59,1,0,0,0
2.586,0.118,240.87,10.6,1,0,18
0.442,0.082,239.32,2.2,0,0,1
0.204,0,241.96,0.8,0,0,0
0.346,0.07,248.62,1.4,0,1,0
1.322,0.2,232.03,5.6,2,0,16
0.192,0.108,243.92,0.8,0,0,0
0.582,0.118,242.18,2.4,0,0,1
5.04,0.24,232.08,21.6,36,0,17
0.27,0.088,237.01,1.2,0,0,0
0.158,0,242.47,0.6,0,0,1
0.406,0.232,239.1,1.8,0,2,0
1.562,0.068,238.18,6.6,0,0,0
2.688,0.33,237.41,11.4,0,18,0
1.066,0,239.16,4.4,0,0,0
5.924,0.306,236.38,25,38,1,17
1.482,0.116,242.72,6,0,1,19
0.776,0.522,242.48,3.8,0,2,1
0.236,0,246.71,1,0,0,0
0.318,0.218,240.75,1.6,0,0,0
1.4,0.096,239.46,5.8,0,0,18
0.468,0.232,242.34,2.2,0,0,1
0.198,0,241.73,1,0,0,0
0.22,0.112,235.4,1,0,0,0
1.414,0.09,243.03,5.8,0,0,19
1.464,0.206,240.33,6,0,2,18
0.344,0.144,244.09,1.6,0,1,1
0.36,0.11,245.3,1.6,0,2,0
1.87,0.198,239.06,7.8,0,1,27
1.322,0.046,244.81,5.4,0,0,19
1.436,0.138,240.93,6,0,1,18
0.3,0.092,238.53,1.2,0,0,1
2.682,0.266,243.2,11,0,0,18
0.942,0,243.21,4.8,0,0,1
1.142,0.256,237.36,4.8,0,0,0
1.418,0,240.39,5.8,0,0,18
0.286,0.194,242.63,1.4,0,0,0
0.672,0.082,243.49,2.8,0,0,0
0.412,0.172,242.42,1.8,0,0,1
0.292,0.056,233.8,1.2,0,0,0
1.184,0,236.61,5,0,0,17
1.852,0.058,239.36,7.8,0,0,18
0.272,0.07,238.13,1.2,0,0,0
0.788,0.212,237.78,3.4,0,0,11
0.324,0.058,245.85,1.4,0,0,1
0.462,0.338,241.61,2.4,0,1,1
3.89,0,240,17.2,0,0,0
3.482,0.408,233.12,15,0,1,16
0.39,0.098,243.35,1.6,0,0,1
0.136,0,240.34,0.6,0,0,0
0.388,0.222,244.02,1.8,0,0,0
1.636,0.098,241.47,6.6,1,1,19
1.51,0.218,243.77,6.2,0,0,19
0.416,0.35,241.4,2.2,0,2,0
0.716,0,236.85,3,0,0,0
0.286,0,242.61,1.2,0,0,0
1.48,0.16,232.67,6.4,0,0,1
0.394,0.21,240.22,1.8,0,0,0
7.102,0.172,230.7,30.8,1,35,16
0.152,0,241.52,0.8,0,1,0
1.75,0.146,239.85,8.8,16,0,1
1.408,0.076,238.54,5.8,0,0,18
0.334,0.118,242.3,1.4,0,0,1
1.04,0.32,240.09,4.4,0,0,13
1.484,0.086,237.68,6.2,0,0,18
1.376,0.26,241.34,5.8,0,0,0
1.15,0.334,238.33,5,0,2,0
4.856,0,235.75,20.6,0,36,17
0.324,0.236,240.95,1.6,0,0,1
0.29,0.05,236.67,1.2,0,0,0
0.936,0.31,239.43,4,0,0,12
0.232,0.138,245.76,1,0,1,1
0.49,0.104,242.97,2,0,0,0
0.31,0.196,241.08,1.4,0,1,1
0.22,0,238.16,1,0,0,0
1.72,0.292,238.25,7.4,0,1,18
0.306,0.204,240.9,1.4,0,0,1
0.212,0.122,239.83,1,0,1,0
0.338,0.104,244.21,1.4,0,1,1
0.386,0.296,243.7,2,0,1,0
0.326,0.064,245.68,1.4,0,0,0
1.402,0,240.38,5.8,0,0,18
1.646,0.106,247.8,6.6,1,1,19
1.064,0.076,239.94,4.4,0,0,1
0.298,0.212,240.41,1.4,0,0,0
0.338,0.188,233.89,1.6,0,1,0
4.664,0.072,238.79,20,28,1,0
1.446,0.058,240.24,6,0,2,18
0.558,0,238.58,2.2,0,0,1
1.372,0.104,238.52,5.6,0,0,17
0.374,0.112,240.29,1.6,0,0,1
0.19,0,242.32,0.8,0,0,1
0.382,0.086,242.98,1.8,0,1,0
0.42,0.08,236.91,1.8,1,0,0
1.23,0.074,237.5,5.2,0,0,17
0.268,0.132,243.39,1.2,0,0,0
0.352,0.228,244.13,1.6,0,1,1
1.344,0.09,239.19,5.6,0,0,18
1.532,0.292,237.95,6.4,0,1,18
0.206,0,242.59,0.8,0,0,0
2.038,0.194,242.33,8.4,0,0,12
1.468,0.056,239.79,6,0,0,18
0.204,0.09,242.42,0.8,0,0,1
0.38,0.218,244.15,1.8,0,2,0
2.21,0.17,238.35,9.4,0,1,18
0.232,0,245.12,1,0,0,0
0.398,0.054,237.93,1.8,0,0,1
1.304,0,241.08,5.4,0,0,19
0.668,0.066,242.06,2.8,0,2,0
4.062,0.206,237.41,17,37,0,18
1.364,0.204,237.49,5.8,0,0,18
0.104,0,241.02,0.4,0,0,0
0.24,0,240.8,1.4,0,0,0
1.284,0.106,240.7,5.2,0,1,18
0.304,0.078,241.11,1.2,0,0,0
0.352,0.076,245.96,1.4,0,0,0
0.208,0,241.22,0.8,0,0,0
0.89,0.188,243.51,3.6,0,0,12
0.212,0.106,243.6,1,0,1,1
0.32,0.062,243.56,1.4,0,0,0
1.332,0.076,245.28,5.4,0,0,18
0.404,0.096,245.96,1.8,0,0,1
2.304,0,242.1,9.4,0,0,18
1.524,0.198,241.35,6.4,0,1,18
1.344,0,240.23,5.6,0,0,18
0.524,0.244,238.78,2.6,0,1,1
0.302,0.236,239.98,1.6,0,2,0
0.294,0.114,241.72,1.4,0,0,0
1.258,0.066,239.64,5.2,0,0,18
1.208,0.05,240.56,5,2,0,0
0.154,0.096,241.85,1,0,0,1
0.186,0,241.46,1,0,0,0
0.382,0.134,244.28,1.6,0,0,0
0.31,0,239.54,1.6,0,0,0
0.412,0,243.65,1.8,0,0,0
1.442,0.182,240.74,6,0,0,18
0.98,0,238.41,4.2,0,0,1
0.64,0,241.29,2.6,0,2,0
1.914,0,240.71,8,0,0,19
1.334,0.172,245.55,7,0,1,0
8.11,0.196,236.87,34.2,37,74,17
0.314,0.086,239.98,1.4,0,0,0
0.842,0,241.75,3.6,0,0,0
0.552,0,240.53,2.2,0,0,0
0.222,0,246.19,0.8,0,0,0
1.424,0,238.75,6,0,0,18
1.7,0.346,239.38,7.2,0,0,18
1.14,0.112,234.79,4.8,0,0,0
0.176,0,243.08,0.8,0,0,0
0.438,0.242,245.49,2,0,0,1
0.984,0.254,241.15,4.2,0,0,12
2.782,0.246,234.55,11.8,37,0,1
0.692,0.112,241.34,3.2,0,0,0
0.328,0.09,235.12,1.4,0,0,0
0.38,0.276,239.58,2,0,1,1
0.258,0.132,241.71,1.2,0,0,1
0.234,0.076,240.06,1,0,1,0
0.424,0.232,242,2,0,1,0
1.102,0.208,242.52,5,0,1,12
1.272,0.1,241.58,5.2,0,0,1
0.228,0,240.94,1,0,0,0
2.248,0.22,236.09,9.6,0,0,17
1.44,0.11,242.78,5.8,0,0,18
0.114,0,236.39,0.6,0,0,0
0.816,0.324,243.88,3.6,0,1,1
0.336,0.136,244.38,1.6,0,1,1
0.542,0.08,238.07,2.4,0,1,0
2.244,0.11,239.59,9.4,0,0,18
1.606,0.118,241.25,6.6,0,0,19
1.472,0.188,241.28,6,0,0,18
1.472,0.054,241.61,6,0,0,18
0.216,0.082,242.3,0.8,0,0,0
0.972,0.148,237.13,4.2,0,0,0
3.058,0.482,238,13,37,6,1
1.398,0,245.92,5.6,1,0,18
1.57,0,238.76,6.6,0,0,17
1.958,0.566,240.74,8.4,0,0,1
0.216,0,243.76,0.8,0,0,0
1.218,0.146,247.71,5,0,0,1
0.806,0,242.49,3.4,1,0,0
0.218,0.11,243.21,1,0,0,1
0.35,0.08,242.91,1.4,0,1,1
0.686,0.086,241.12,2.8,0,1,0
3.054,0.228,243,12.6,0,0,18
1.4,0,238.05,5.8,0,0,0
0.41,0.214,240.91,1.8,0,1,1
3.476,0.158,236.05,14.8,0,0,17
0.214,0.108,239.72,1,0,0,1
1.53,0.226,243.85,6.2,0,1,18
1.642,0.168,242.73,6.8,0,6,19
0.232,0.134,243.79,1,0,2,0
0.232,0.098,243.34,1,0,0,1
0.714,0.136,246.08,2.8,0,0,0
0.448,0.14,243.22,1.8,0,0,0
0.876,0.078,239.24,3.6,0,0,11
0.356,0.1,244.27,1.4,0,0,1
0.308,0.144,242.25,1.4,0,0,1
1.908,0.142,238.73,8,0,1,0
2.43,0,240.93,10,1,1,18
1.432,0,241.53,6,0,0,0
0.302,0.1,237.89,1.2,0,0,0
1.834,0.196,238.62,7.6,0,1,17
0.228,0,242.83,1,0,0,0
0.34,0,244.52,1.4,0,0,0
0.69,0,239.82,3,0,0,0
1.434,0.074,244.66,5.8,0,2,19
0.336,0.104,240.42,1.4,0,0,0
1.246,0.086,238.33,5.2,0,0,17
1.03,0.354,244.26,4.4,0,1,12
0.424,0.074,239.41,1.8,0,0,1
0.664,0.19,249.34,2.8,0,0,0
0.23,0.136,239.03,1.2,0,0,0
3.798,0.068,236.92,16.2,0,1,17
0.298,0.084,240.36,1.2,0,0,0
3.628,0.092,235.71,15.4,38,0,17
0.348,0.1,243.8,1.4,0,0,1
3.686,0.072,239.02,15.4,37,1,18
0.442,0,241.7,2,2,0,0
1.294,0.164,240.58,6,0,0,1
1.172,0,240.08,4.8,0,0,18
0.324,0,244.74,1.4,0,0,0
2.216,0.18,245.73,9,2,1,19
1.068,0.376,242.35,4.6,0,0,1
0.366,0.194,242.96,1.6,0,2,0
2.156,0.316,236.7,9.2,1,0,18
1.384,0.208,240.1,5.8,0,1,1
1.528,0.236,239.86,6.4,1,2,18
2.972,0.462,242.97,12.4,0,2,19
0.29,0.098,242.53,1.4,0,0,1
0.308,0.11,239.05,1.4,0,0,0
0.254,0.116,241.52,1.2,0,0,0
1.486,0.196,242.35,6.2,0,2,19
0.19,0.11,238.65,0.8,0,1,0
1.334,0,239.22,5.6,0,0,18
1.65,0.104,241.27,7,0,0,1
0.424,0.338,240.68,2.2,0,1,1
0.964,0.18,240.62,4.6,0,0,10
0.24,0,241.61,1,0,0,1
1.044,0,237.71,4.4,0,0,0
0.3,0.084,245.68,1.2,0,0,0
0.306,0.22,241.97,1.4,0,2,0
0.6,0.188,239.93,2.8,0,1,0
0.326,0.128,241.57,1.4,0,0,0
0.366,0.156,241.74,1.6,0,2,0
0.41,0.21,240.07,1.8,0,2,0
0.132,0,243.16,0.6,0,0,1
0.256,0,244.35,1,0,0,0
0.386,0,238.87,1.8,0,0,1
0.624,0.196,240.74,2.6,0,0,0
1.204,0,239.94,5,0,0,0
0.332,0.106,241.74,1.4,0,0,1
1.252,0,242.17,5.2,0,0,0
0.374,0.172,240.07,1.6,0,1,0
0.988,0.054,241.31,4.2,0,0,0
0.614,0.094,241.45,2.6,0,1,0
1.404,0.148,242.72,5.8,0,0,18
1.448,0.098,241.09,6,0,0,18
2.06,0,237.47,8.6,0,0,17
0.164,0,243.08,0.8,0,0,1
0.304,0.112,243.29,1.4,0,1,0
0.218,0,242.53,0.8,0,0,0
0.294,0,247.48,1.2,0,0,1
1.242,0.084,238.05,5.2,0,0,17
1.458,0.072,239.17,6,0,1,18
0.32,0.104,245.24,1.4,0,0,0
2.14,0.062,237.69,9,1,0,18
2.882,0.238,234.72,12.2,0,0,17
2.138,0.076,241.47,8.8,0,0,18
0.262,0,247,1.2,0,0,0
1.26,0.078,242.22,5.4,0,0,0
0.204,0.09,239.29,0.8,0,2,1
2.034,0.08,240.14,8.6,0,2,19
0.906,0.462,248.88,4.2,0,1,9
0.45,0.206,243.4,2,0,0,0
1.6,0.052,242.24,6.6,0,0,19
1.768,0,237.15,7.4,0,0,18
0.156,0.124,241.23,0.8,0,0,1
1.528,0,238.47,6.4,0,0,18
0.43,0.054,244.55,2,0,0,0
1.434,0.07,239.46,6,0,0,18
1.99,0.166,242.09,8.2,0,2,0
2.524,0.12,236.62,10.8,0,18,18
1.636,0.41,239.84,7,0,2,18
0.214,0,240.52,0.8,0,0,1
1.328,0,244.2,5.4,0,0,0
1.442,0.352,239.7,6.2,0,1,18
0.212,0,242.86,1,0,0,0
0.302,0,247.6,1.2,0,1,1
0.314,0.056,245.72,1.2,0,0,0
1.81,0.124,239.66,7.6,0,0,18
0.37,0.11,243.85,1.6,0,0,1
4.132,0.154,239.88,17.2,1,19,18
3.126,0,244.15,12.8,0,3,19
5.3,0.576,234.2,22.6,36,2,28
0.3,0.104,241.26,1.2,0,2,0
0.4,0.132,239.36,1.8,0,0,1
1.658,0,242.23,6.8,0,0,0
0.668,0.27,242.78,2.8,0,1,1
0.216,0.106,239.18,1,0,0,0
0.26,0.08,241.47,1.2,0,0,0
0.36,0.108,244.88,1.4,0,0,1
0.08,0,239.18,0.2,0,0,1
0.174,0,244.39,0.8,0,0,0
0.78,0.152,241.97,3.2,0,0,1
2.478,0.458,241.18,10.4,1,2,19
2.26,0.2,243.64,9.6,0,28,1
0.386,0.056,239.22,1.8,0,0,1
0.454,0.198,243.18,2,0,2,1
1.536,0.216,243.98,6.2,0,0,19
0.248,0.132,234.87,1.4,0,0,0
,,,,,,
3.054,0.258,236.62,12.8,0,0,18
2.41,0.072,239.49,10,0,0,18
0.276,0,243.65,1.2,0,0,0
,,,,,,
0.676,0.124,241.29,3,0,0,9
2.92,0.11,231.02,12.6,0,0,17
1.524,0.064,242.89,6.2,0,0,19
0.222,0,242.4,1,0,0,0
1.706,0.108,238.4,7.2,0,0,18
0.484,0.112,242.09,2.2,0,0,0
0.154,0,237.85,0.6,0,0,0
1.182,0.338,240.15,5.2,0,0,11
2.7,0.202,240.81,11.2,1,39,0
0.182,0.112,239.27,0.8,0,0,0
0.534,0.248,247.25,2.4,0,1,0
0.226,0,246.69,0.8,0,0,0
1.334,0.076,241.41,5.4,0,2,18
0.28,0,241.42,1.4,0,0,1
0.426,0.08,243.93,1.8,0,0,0
1.42,0,240.01,6,0,0,18
0.198,0,242.46,1,0,0,1
4.692,0.134,233.37,20.2,0,23,17
0.392,0.094,238.78,1.8,0,0,1
0.224,0,238.6,1,0,0,0
3.302,0.104,242.17,13.6,0,0,18
0.274,0.248,240.04,1.4,0,1,0
2.284,0.48,237.35,9.8,1,3,18
0.208,0,241.28,1,0,0,1
0.486,0.076,241.51,2,0,1,0
0.464,0.198,242.3,2,0,1,1
0.318,0,246.95,1.4,0,0,0
0.384,0.21,237.02,1.8,0,2,0
0.274,0,245.39,1,0,0,1
0.798,0.26,247.39,3.4,0,0,0
5.192,0.46,235.06,22.2,34,1,17
1.34,0.132,241.79,5.6,0,1,19
1.806,0.164,239.18,7.4,0,1,18
0.214,0.114,239.81,1,0,0,1
2.026,0.19,238.59,8.6,0,0,0
0.144,0,243.58,0.6,0,0,0
0.24,0.052,239.74,1,0,2,0
0.624,0.24,237.72,2.8,0,2,1
0.18,0,244.58,0.8,0,0,1
0.248,0.05,243.92,1,0,0,0
1.36,0.088,240.08,5.6,0,0,17
1.4,0.11,241.63,5.8,0,0,18
